sample_name,library,filename,filename2,library_ID
RIL_413,EA-28,RIL_413_S1_L001_R1_001.fastq.gz,RIL_413_S1_L001_R2_001.fastq.gz,RIL_413:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_366,EA-28,RIL_366_S2_L001_R1_001.fastq.gz,RIL_366_S2_L001_R2_001.fastq.gz,RIL_366:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_28,EA-28,RIL_28_S3_L001_R1_001.fastq.gz,RIL_28_S3_L001_R2_001.fastq.gz,RIL_28:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_169,EA-28,RIL_169_S4_L001_R1_001.fastq.gz,RIL_169_S4_L001_R2_001.fastq.gz,RIL_169:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_15,EA-28,RIL_15_S5_L001_R1_001.fastq.gz,RIL_15_S5_L001_R2_001.fastq.gz,RIL_15:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_62,EA-28,RIL_62_S6_L001_R1_001.fastq.gz,RIL_62_S6_L001_R2_001.fastq.gz,RIL_62:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_232,EA-28,RIL_232_S8_L001_R1_001.fastq.gz,RIL_232_S8_L001_R2_001.fastq.gz,RIL_232:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_122,EA-28,RIL_122_S9_L001_R1_001.fastq.gz,RIL_122_S9_L001_R2_001.fastq.gz,RIL_122:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_387,EA-28,RIL_387_S10_L001_R1_001.fastq.gz,RIL_387_S10_L001_R2_001.fastq.gz,RIL_387:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_440,EA-28,RIL_440_S11_L001_R1_001.fastq.gz,RIL_440_S11_L001_R2_001.fastq.gz,RIL_440:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_150,EA-28,RIL_150_S12_L001_R1_001.fastq.gz,RIL_150_S12_L001_R2_001.fastq.gz,RIL_150:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_295,EA-28,RIL_295_S13_L001_R1_001.fastq.gz,RIL_295_S13_L001_R2_001.fastq.gz,RIL_295:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_353,EA-28,RIL_353_S14_L001_R1_001.fastq.gz,RIL_353_S14_L001_R2_001.fastq.gz,RIL_353:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_245,EA-28,RIL_245_S15_L001_R1_001.fastq.gz,RIL_245_S15_L001_R2_001.fastq.gz,RIL_245:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_164,EA-28,RIL_164_S16_L001_R1_001.fastq.gz,RIL_164_S16_L001_R2_001.fastq.gz,RIL_164:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_389,EA-28,RIL_389_S17_L001_R1_001.fastq.gz,RIL_389_S17_L001_R2_001.fastq.gz,RIL_389:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_354,EA-28,RIL_354_S18_L001_R1_001.fastq.gz,RIL_354_S18_L001_R2_001.fastq.gz,RIL_354:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_393,EA-28,RIL_393_S19_L001_R1_001.fastq.gz,RIL_393_S19_L001_R2_001.fastq.gz,RIL_393:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_147,EA-28,RIL_147_S20_L001_R1_001.fastq.gz,RIL_147_S20_L001_R2_001.fastq.gz,RIL_147:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_52,EA-28,RIL_52_S21_L001_R1_001.fastq.gz,RIL_52_S21_L001_R2_001.fastq.gz,RIL_52:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_45,EA-28,RIL_45_S22_L001_R1_001.fastq.gz,RIL_45_S22_L001_R2_001.fastq.gz,RIL_45:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_65,EA-28,RIL_65_S23_L001_R1_001.fastq.gz,RIL_65_S23_L001_R2_001.fastq.gz,RIL_65:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_349,EA-28,RIL_349_S24_L001_R1_001.fastq.gz,RIL_349_S24_L001_R2_001.fastq.gz,RIL_349:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_253,EA-28,RIL_253_S25_L001_R1_001.fastq.gz,RIL_253_S25_L001_R2_001.fastq.gz,RIL_253:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_11,EA-28,RIL_11_S26_L001_R1_001.fastq.gz,RIL_11_S26_L001_R2_001.fastq.gz,RIL_11:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_157,EA-28,RIL_157_S27_L001_R1_001.fastq.gz,RIL_157_S27_L001_R2_001.fastq.gz,RIL_157:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_226,EA-28,RIL_226_S28_L001_R1_001.fastq.gz,RIL_226_S28_L001_R2_001.fastq.gz,RIL_226:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_293,EA-28,RIL_293_S29_L001_R1_001.fastq.gz,RIL_293_S29_L001_R2_001.fastq.gz,RIL_293:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_345,EA-28,RIL_345_S30_L001_R1_001.fastq.gz,RIL_345_S30_L001_R2_001.fastq.gz,RIL_345:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_186,EA-28,RIL_186_S31_L001_R1_001.fastq.gz,RIL_186_S31_L001_R2_001.fastq.gz,RIL_186:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_213,EA-28,RIL_213_S32_L001_R1_001.fastq.gz,RIL_213_S32_L001_R2_001.fastq.gz,RIL_213:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_97,EA-28,RIL_97_S33_L001_R1_001.fastq.gz,RIL_97_S33_L001_R2_001.fastq.gz,RIL_97:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_286,EA-28,RIL_286_S34_L001_R1_001.fastq.gz,RIL_286_S34_L001_R2_001.fastq.gz,RIL_286:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_133,EA-28,RIL_133_S35_L001_R1_001.fastq.gz,RIL_133_S35_L001_R2_001.fastq.gz,RIL_133:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_258,EA-28,RIL_258_S36_L001_R1_001.fastq.gz,RIL_258_S36_L001_R2_001.fastq.gz,RIL_258:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_33,EA-28,RIL_33_S37_L001_R1_001.fastq.gz,RIL_33_S37_L001_R2_001.fastq.gz,RIL_33:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_35,EA-28,RIL_35_S38_L001_R1_001.fastq.gz,RIL_35_S38_L001_R2_001.fastq.gz,RIL_35:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_361,EA-28,RIL_361_S39_L001_R1_001.fastq.gz,RIL_361_S39_L001_R2_001.fastq.gz,RIL_361:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_171,EA-28,RIL_171_S40_L001_R1_001.fastq.gz,RIL_171_S40_L001_R2_001.fastq.gz,RIL_171:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_214,EA-28,RIL_214_S41_L001_R1_001.fastq.gz,RIL_214_S41_L001_R2_001.fastq.gz,RIL_214:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_330,EA-28,RIL_330_S42_L001_R1_001.fastq.gz,RIL_330_S42_L001_R2_001.fastq.gz,RIL_330:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_375,EA-28,RIL_375_S43_L001_R1_001.fastq.gz,RIL_375_S43_L001_R2_001.fastq.gz,RIL_375:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_266,EA-28,RIL_266_S44_L001_R1_001.fastq.gz,RIL_266_S44_L001_R2_001.fastq.gz,RIL_266:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_275,EA-28,RIL_275_S45_L001_R1_001.fastq.gz,RIL_275_S45_L001_R2_001.fastq.gz,RIL_275:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_292,EA-28,RIL_292_S46_L001_R1_001.fastq.gz,RIL_292_S46_L001_R2_001.fastq.gz,RIL_292:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_118,EA-28,RIL_118_S47_L001_R1_001.fastq.gz,RIL_118_S47_L001_R2_001.fastq.gz,RIL_118:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_64,EA-28,RIL_64_S48_L001_R1_001.fastq.gz,RIL_64_S48_L001_R2_001.fastq.gz,RIL_64:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_439,EA-28,RIL_439_S49_L001_R1_001.fastq.gz,RIL_439_S49_L001_R2_001.fastq.gz,RIL_439:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_410,EA-28,RIL_410_S50_L001_R1_001.fastq.gz,RIL_410_S50_L001_R2_001.fastq.gz,RIL_410:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_438,EA-28,RIL_438_S52_L001_R1_001.fastq.gz,RIL_438_S52_L001_R2_001.fastq.gz,RIL_438:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_188,EA-28,RIL_188_S53_L001_R1_001.fastq.gz,RIL_188_S53_L001_R2_001.fastq.gz,RIL_188:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_282,EA-28,RIL_282_S54_L001_R1_001.fastq.gz,RIL_282_S54_L001_R2_001.fastq.gz,RIL_282:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_168,EA-28,RIL_168_S55_L001_R1_001.fastq.gz,RIL_168_S55_L001_R2_001.fastq.gz,RIL_168:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_57,EA-28,RIL_57_S56_L001_R1_001.fastq.gz,RIL_57_S56_L001_R2_001.fastq.gz,RIL_57:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_363,EA-28,RIL_363_S57_L001_R1_001.fastq.gz,RIL_363_S57_L001_R2_001.fastq.gz,RIL_363:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_66,EA-28,RIL_66_S58_L001_R1_001.fastq.gz,RIL_66_S58_L001_R2_001.fastq.gz,RIL_66:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_267,EA-28,RIL_267_S59_L001_R1_001.fastq.gz,RIL_267_S59_L001_R2_001.fastq.gz,RIL_267:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_121,EA-28,RIL_121_S60_L001_R1_001.fastq.gz,RIL_121_S60_L001_R2_001.fastq.gz,RIL_121:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_195,EA-28,RIL_195_S61_L001_R1_001.fastq.gz,RIL_195_S61_L001_R2_001.fastq.gz,RIL_195:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_83,EA-28,RIL_83_S62_L001_R1_001.fastq.gz,RIL_83_S62_L001_R2_001.fastq.gz,RIL_83:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_431,EA-28,RIL_431_S63_L001_R1_001.fastq.gz,RIL_431_S63_L001_R2_001.fastq.gz,RIL_431:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_261,EA-28,RIL_261_S64_L001_R1_001.fastq.gz,RIL_261_S64_L001_R2_001.fastq.gz,RIL_261:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_162,EA-28,RIL_162_S65_L001_R1_001.fastq.gz,RIL_162_S65_L001_R2_001.fastq.gz,RIL_162:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_12,EA-28,RIL_12_S66_L001_R1_001.fastq.gz,RIL_12_S66_L001_R2_001.fastq.gz,RIL_12:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_317,EA-28,RIL_317_S67_L001_R1_001.fastq.gz,RIL_317_S67_L001_R2_001.fastq.gz,RIL_317:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_41,EA-28,RIL_41_S68_L001_R1_001.fastq.gz,RIL_41_S68_L001_R2_001.fastq.gz,RIL_41:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_281,EA-28,RIL_281_S69_L001_R1_001.fastq.gz,RIL_281_S69_L001_R2_001.fastq.gz,RIL_281:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_1,EA-28,RIL_1_S70_L001_R1_001.fastq.gz,RIL_1_S70_L001_R2_001.fastq.gz,RIL_1:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_201,EA-28,RIL_201_S71_L001_R1_001.fastq.gz,RIL_201_S71_L001_R2_001.fastq.gz,RIL_201:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_327,EA-28,RIL_327_S72_L001_R1_001.fastq.gz,RIL_327_S72_L001_R2_001.fastq.gz,RIL_327:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_111,EA-28,RIL_111_S73_L001_R1_001.fastq.gz,RIL_111_S73_L001_R2_001.fastq.gz,RIL_111:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_132,EA-28,RIL_132_S74_L001_R1_001.fastq.gz,RIL_132_S74_L001_R2_001.fastq.gz,RIL_132:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_152,EA-28,RIL_152_S75_L001_R1_001.fastq.gz,RIL_152_S75_L001_R2_001.fastq.gz,RIL_152:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_310,EA-28,RIL_310_S76_L001_R1_001.fastq.gz,RIL_310_S76_L001_R2_001.fastq.gz,RIL_310:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_106,EA-28,RIL_106_S77_L001_R1_001.fastq.gz,RIL_106_S77_L001_R2_001.fastq.gz,RIL_106:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_423,EA-28,RIL_423_S78_L001_R1_001.fastq.gz,RIL_423_S78_L001_R2_001.fastq.gz,RIL_423:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_254,EA-28,RIL_254_S79_L001_R1_001.fastq.gz,RIL_254_S79_L001_R2_001.fastq.gz,RIL_254:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_44,EA-28,RIL_44_S80_L001_R1_001.fastq.gz,RIL_44_S80_L001_R2_001.fastq.gz,RIL_44:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_406,EA-28,RIL_406_S81_L001_R1_001.fastq.gz,RIL_406_S81_L001_R2_001.fastq.gz,RIL_406:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_422,EA-28,RIL_422_S82_L001_R1_001.fastq.gz,RIL_422_S82_L001_R2_001.fastq.gz,RIL_422:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_434,EA-28,RIL_434_S83_L001_R1_001.fastq.gz,RIL_434_S83_L001_R2_001.fastq.gz,RIL_434:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_339,EA-28,RIL_339_S84_L001_R1_001.fastq.gz,RIL_339_S84_L001_R2_001.fastq.gz,RIL_339:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_297,EA-28,RIL_297_S85_L001_R1_001.fastq.gz,RIL_297_S85_L001_R2_001.fastq.gz,RIL_297:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_218,EA-28,RIL_218_S86_L001_R1_001.fastq.gz,RIL_218_S86_L001_R2_001.fastq.gz,RIL_218:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_113,EA-28,RIL_113_S87_L001_R1_001.fastq.gz,RIL_113_S87_L001_R2_001.fastq.gz,RIL_113:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_242,EA-28,RIL_242_S88_L001_R1_001.fastq.gz,RIL_242_S88_L001_R2_001.fastq.gz,RIL_242:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_270,EA-28,RIL_270_S89_L001_R1_001.fastq.gz,RIL_270_S89_L001_R2_001.fastq.gz,RIL_270:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_334,EA-28,RIL_334_S90_L001_R1_001.fastq.gz,RIL_334_S90_L001_R2_001.fastq.gz,RIL_334:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_239,EA-28,RIL_239_S91_L001_R1_001.fastq.gz,RIL_239_S91_L001_R2_001.fastq.gz,RIL_239:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_123,EA-28,RIL_123_S92_L001_R1_001.fastq.gz,RIL_123_S92_L001_R2_001.fastq.gz,RIL_123:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_17,EA-28,RIL_17_S93_L001_R1_001.fastq.gz,RIL_17_S93_L001_R2_001.fastq.gz,RIL_17:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_272,EA-28,RIL_272_S94_L001_R1_001.fastq.gz,RIL_272_S94_L001_R2_001.fastq.gz,RIL_272:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_53,EA-28,RIL_53_S95_L001_R1_001.fastq.gz,RIL_53_S95_L001_R2_001.fastq.gz,RIL_53:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_342,EA-28,RIL_342_S96_L001_R1_001.fastq.gz,RIL_342_S96_L001_R2_001.fastq.gz,RIL_342:EA-28:paired:WGS:IlluminaHiSeq4000
RIL_50,EA-29,RIL_50_S97_L002_R1_001.fastq.gz,RIL_50_S97_L002_R2_001.fastq.gz,RIL_50:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_138,EA-29,RIL_138_S98_L002_R1_001.fastq.gz,RIL_138_S98_L002_R2_001.fastq.gz,RIL_138:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_110,EA-29,RIL_110_S99_L002_R1_001.fastq.gz,RIL_110_S99_L002_R2_001.fastq.gz,RIL_110:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_419,EA-29,RIL_419_S100_L002_R1_001.fastq.gz,RIL_419_S100_L002_R2_001.fastq.gz,RIL_419:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_418,EA-29,RIL_418_S101_L002_R1_001.fastq.gz,RIL_418_S101_L002_R2_001.fastq.gz,RIL_418:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_173,EA-29,RIL_173_S102_L002_R1_001.fastq.gz,RIL_173_S102_L002_R2_001.fastq.gz,RIL_173:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_42,EA-29,RIL_42_S103_L002_R1_001.fastq.gz,RIL_42_S103_L002_R2_001.fastq.gz,RIL_42:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_27,EA-29,RIL_27_S104_L002_R1_001.fastq.gz,RIL_27_S104_L002_R2_001.fastq.gz,RIL_27:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_321,EA-29,RIL_321_S105_L002_R1_001.fastq.gz,RIL_321_S105_L002_R2_001.fastq.gz,RIL_321:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_151,EA-29,RIL_151_S106_L002_R1_001.fastq.gz,RIL_151_S106_L002_R2_001.fastq.gz,RIL_151:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_365,EA-29,RIL_365_S107_L002_R1_001.fastq.gz,RIL_365_S107_L002_R2_001.fastq.gz,RIL_365:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_200,EA-29,RIL_200_S108_L002_R1_001.fastq.gz,RIL_200_S108_L002_R2_001.fastq.gz,RIL_200:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_112,EA-29,RIL_112_S109_L002_R1_001.fastq.gz,RIL_112_S109_L002_R2_001.fastq.gz,RIL_112:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_183,EA-29,RIL_183_S110_L002_R1_001.fastq.gz,RIL_183_S110_L002_R2_001.fastq.gz,RIL_183:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_141,EA-29,RIL_141_S111_L002_R1_001.fastq.gz,RIL_141_S111_L002_R2_001.fastq.gz,RIL_141:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_184,EA-29,RIL_184_S112_L002_R1_001.fastq.gz,RIL_184_S112_L002_R2_001.fastq.gz,RIL_184:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_117,EA-29,RIL_117_S113_L002_R1_001.fastq.gz,RIL_117_S113_L002_R2_001.fastq.gz,RIL_117:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_369,EA-29,RIL_369_S114_L002_R1_001.fastq.gz,RIL_369_S114_L002_R2_001.fastq.gz,RIL_369:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_370,EA-29,RIL_370_S115_L002_R1_001.fastq.gz,RIL_370_S115_L002_R2_001.fastq.gz,RIL_370:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_197,EA-29,RIL_197_S116_L002_R1_001.fastq.gz,RIL_197_S116_L002_R2_001.fastq.gz,RIL_197:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_358,EA-29,RIL_358_S117_L002_R1_001.fastq.gz,RIL_358_S117_L002_R2_001.fastq.gz,RIL_358:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_134,EA-29,RIL_134_S118_L002_R1_001.fastq.gz,RIL_134_S118_L002_R2_001.fastq.gz,RIL_134:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_210,EA-29,RIL_210_S119_L002_R1_001.fastq.gz,RIL_210_S119_L002_R2_001.fastq.gz,RIL_210:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_161,EA-29,RIL_161_S120_L002_R1_001.fastq.gz,RIL_161_S120_L002_R2_001.fastq.gz,RIL_161:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_190,EA-29,RIL_190_S121_L002_R1_001.fastq.gz,RIL_190_S121_L002_R2_001.fastq.gz,RIL_190:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_107,EA-29,RIL_107_S122_L002_R1_001.fastq.gz,RIL_107_S122_L002_R2_001.fastq.gz,RIL_107:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_323,EA-29,RIL_323_S123_L002_R1_001.fastq.gz,RIL_323_S123_L002_R2_001.fastq.gz,RIL_323:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_426,EA-29,RIL_426_S124_L002_R1_001.fastq.gz,RIL_426_S124_L002_R2_001.fastq.gz,RIL_426:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_255,EA-29,RIL_255_S125_L002_R1_001.fastq.gz,RIL_255_S125_L002_R2_001.fastq.gz,RIL_255:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_68,EA-29,RIL_68_S126_L002_R1_001.fastq.gz,RIL_68_S126_L002_R2_001.fastq.gz,RIL_68:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_319,EA-29,RIL_319_S127_L002_R1_001.fastq.gz,RIL_319_S127_L002_R2_001.fastq.gz,RIL_319:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_306,EA-29,RIL_306_S128_L002_R1_001.fastq.gz,RIL_306_S128_L002_R2_001.fastq.gz,RIL_306:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_388,EA-29,RIL_388_S129_L002_R1_001.fastq.gz,RIL_388_S129_L002_R2_001.fastq.gz,RIL_388:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_385,EA-29,RIL_385_S130_L002_R1_001.fastq.gz,RIL_385_S130_L002_R2_001.fastq.gz,RIL_385:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_93,EA-29,RIL_93_S131_L002_R1_001.fastq.gz,RIL_93_S131_L002_R2_001.fastq.gz,RIL_93:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_126,EA-29,RIL_126_S132_L002_R1_001.fastq.gz,RIL_126_S132_L002_R2_001.fastq.gz,RIL_126:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_312,EA-29,RIL_312_S133_L002_R1_001.fastq.gz,RIL_312_S133_L002_R2_001.fastq.gz,RIL_312:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_10,EA-29,RIL_10_S134_L002_R1_001.fastq.gz,RIL_10_S134_L002_R2_001.fastq.gz,RIL_10:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_211,EA-29,RIL_211_S135_L002_R1_001.fastq.gz,RIL_211_S135_L002_R2_001.fastq.gz,RIL_211:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_90,EA-29,RIL_90_S136_L002_R1_001.fastq.gz,RIL_90_S136_L002_R2_001.fastq.gz,RIL_90:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_166,EA-29,RIL_166_S137_L002_R1_001.fastq.gz,RIL_166_S137_L002_R2_001.fastq.gz,RIL_166:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_377,EA-29,RIL_377_S138_L002_R1_001.fastq.gz,RIL_377_S138_L002_R2_001.fastq.gz,RIL_377:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_98,EA-29,RIL_98_S139_L002_R1_001.fastq.gz,RIL_98_S139_L002_R2_001.fastq.gz,RIL_98:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_220,EA-29,RIL_220_S140_L002_R1_001.fastq.gz,RIL_220_S140_L002_R2_001.fastq.gz,RIL_220:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_14,EA-29,RIL_14_S141_L002_R1_001.fastq.gz,RIL_14_S141_L002_R2_001.fastq.gz,RIL_14:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_181,EA-29,RIL_181_S142_L002_R1_001.fastq.gz,RIL_181_S142_L002_R2_001.fastq.gz,RIL_181:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_241,EA-29,RIL_241_S143_L002_R1_001.fastq.gz,RIL_241_S143_L002_R2_001.fastq.gz,RIL_241:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_356,EA-29,RIL_356_S144_L002_R1_001.fastq.gz,RIL_356_S144_L002_R2_001.fastq.gz,RIL_356:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_417,EA-29,RIL_417_S145_L002_R1_001.fastq.gz,RIL_417_S145_L002_R2_001.fastq.gz,RIL_417:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_374,EA-29,RIL_374_S146_L002_R1_001.fastq.gz,RIL_374_S146_L002_R2_001.fastq.gz,RIL_374:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_291,EA-29,RIL_291_S147_L002_R1_001.fastq.gz,RIL_291_S147_L002_R2_001.fastq.gz,RIL_291:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_159,EA-29,RIL_159_S148_L002_R1_001.fastq.gz,RIL_159_S148_L002_R2_001.fastq.gz,RIL_159:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_77,EA-29,RIL_77_S149_L002_R1_001.fastq.gz,RIL_77_S149_L002_R2_001.fastq.gz,RIL_77:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_115,EA-29,RIL_115_S150_L002_R1_001.fastq.gz,RIL_115_S150_L002_R2_001.fastq.gz,RIL_115:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_103,EA-29,RIL_103_S151_L002_R1_001.fastq.gz,RIL_103_S151_L002_R2_001.fastq.gz,RIL_103:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_400,EA-29,RIL_400_S152_L002_R1_001.fastq.gz,RIL_400_S152_L002_R2_001.fastq.gz,RIL_400:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_43,EA-29,RIL_43_S153_L002_R1_001.fastq.gz,RIL_43_S153_L002_R2_001.fastq.gz,RIL_43:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_46,EA-29,RIL_46_S154_L002_R1_001.fastq.gz,RIL_46_S154_L002_R2_001.fastq.gz,RIL_46:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_362,EA-29,RIL_362_S155_L002_R1_001.fastq.gz,RIL_362_S155_L002_R2_001.fastq.gz,RIL_362:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_34,EA-29,RIL_34_S156_L002_R1_001.fastq.gz,RIL_34_S156_L002_R2_001.fastq.gz,RIL_34:EA-29:paired:WGS:IlluminaHiSeq4000
RIL_359,EA-29,RIL_359_S157_L002_R1_001.fastq.gz,RIL_359_S157_L002_R2_001.fastq.gz,RIL_359:EA-29:paired:WGS:IlluminaHiSeq4000
