sample_name,library,filename,filename2,library_ID
RIAIL_164,CB-2,RIAIL_164_S537_L006_R1_001.fastq.gz,RIAIL_164_S537_L006_R2_001.fastq.gz,RIAIL_164:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_165,CB-2,RIAIL_165_S538_L006_R1_001.fastq.gz,RIAIL_165_S538_L006_R2_001.fastq.gz,RIAIL_165:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_166,CB-2,RIAIL_166_S539_L006_R1_001.fastq.gz,RIAIL_166_S539_L006_R2_001.fastq.gz,RIAIL_166:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_167,CB-2,RIAIL_167_S540_L006_R1_001.fastq.gz,RIAIL_167_S540_L006_R2_001.fastq.gz,RIAIL_167:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_168,CB-2,RIAIL_168_S541_L006_R1_001.fastq.gz,RIAIL_168_S541_L006_R2_001.fastq.gz,RIAIL_168:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_169,CB-2,RIAIL_169_S542_L006_R1_001.fastq.gz,RIAIL_169_S542_L006_R2_001.fastq.gz,RIAIL_169:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_170,CB-2,RIAIL_170_S543_L006_R1_001.fastq.gz,RIAIL_170_S543_L006_R2_001.fastq.gz,RIAIL_170:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_171,CB-2,RIAIL_171_S544_L006_R1_001.fastq.gz,RIAIL_171_S544_L006_R2_001.fastq.gz,RIAIL_171:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_172,CB-2,RIAIL_172_S545_L006_R1_001.fastq.gz,RIAIL_172_S545_L006_R2_001.fastq.gz,RIAIL_172:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_173,CB-2,RIAIL_173_S546_L006_R1_001.fastq.gz,RIAIL_173_S546_L006_R2_001.fastq.gz,RIAIL_173:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_174,CB-2,RIAIL_174_S547_L006_R1_001.fastq.gz,RIAIL_174_S547_L006_R2_001.fastq.gz,RIAIL_174:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_175,CB-2,RIAIL_175_S548_L006_R1_001.fastq.gz,RIAIL_175_S548_L006_R2_001.fastq.gz,RIAIL_175:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_176,CB-2,RIAIL_176_S549_L006_R1_001.fastq.gz,RIAIL_176_S549_L006_R2_001.fastq.gz,RIAIL_176:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_177,CB-2,RIAIL_177_S550_L006_R1_001.fastq.gz,RIAIL_177_S550_L006_R2_001.fastq.gz,RIAIL_177:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_178,CB-2,RIAIL_178_S551_L006_R1_001.fastq.gz,RIAIL_178_S551_L006_R2_001.fastq.gz,RIAIL_178:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_179,CB-2,RIAIL_179_S552_L006_R1_001.fastq.gz,RIAIL_179_S552_L006_R2_001.fastq.gz,RIAIL_179:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_180,CB-2,RIAIL_180_S553_L006_R1_001.fastq.gz,RIAIL_180_S553_L006_R2_001.fastq.gz,RIAIL_180:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_181,CB-2,RIAIL_181_S554_L006_R1_001.fastq.gz,RIAIL_181_S554_L006_R2_001.fastq.gz,RIAIL_181:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_182,CB-2,RIAIL_182_S555_L006_R1_001.fastq.gz,RIAIL_182_S555_L006_R2_001.fastq.gz,RIAIL_182:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_183,CB-2,RIAIL_183_S556_L006_R1_001.fastq.gz,RIAIL_183_S556_L006_R2_001.fastq.gz,RIAIL_183:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_184,CB-2,RIAIL_184_S557_L006_R1_001.fastq.gz,RIAIL_184_S557_L006_R2_001.fastq.gz,RIAIL_184:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_185,CB-2,RIAIL_185_S558_L006_R1_001.fastq.gz,RIAIL_185_S558_L006_R2_001.fastq.gz,RIAIL_185:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_186,CB-2,RIAIL_186_S559_L006_R1_001.fastq.gz,RIAIL_186_S559_L006_R2_001.fastq.gz,RIAIL_186:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_187,CB-2,RIAIL_187_S560_L006_R1_001.fastq.gz,RIAIL_187_S560_L006_R2_001.fastq.gz,RIAIL_187:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_188,CB-2,RIAIL_188_S561_L006_R1_001.fastq.gz,RIAIL_188_S561_L006_R2_001.fastq.gz,RIAIL_188:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_189,CB-2,RIAIL_189_S562_L006_R1_001.fastq.gz,RIAIL_189_S562_L006_R2_001.fastq.gz,RIAIL_189:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_190,CB-2,RIAIL_190_S563_L006_R1_001.fastq.gz,RIAIL_190_S563_L006_R2_001.fastq.gz,RIAIL_190:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_191,CB-2,RIAIL_191_S564_L006_R1_001.fastq.gz,RIAIL_191_S564_L006_R2_001.fastq.gz,RIAIL_191:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_192,CB-2,RIAIL_192_S565_L006_R1_001.fastq.gz,RIAIL_192_S565_L006_R2_001.fastq.gz,RIAIL_192:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_193,CB-2,RIAIL_193_S566_L006_R1_001.fastq.gz,RIAIL_193_S566_L006_R2_001.fastq.gz,RIAIL_193:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_194,CB-2,RIAIL_194_S567_L006_R1_001.fastq.gz,RIAIL_194_S567_L006_R2_001.fastq.gz,RIAIL_194:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_196,CB-2,RIAIL_196_S568_L006_R1_001.fastq.gz,RIAIL_196_S568_L006_R2_001.fastq.gz,RIAIL_196:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_197,CB-2,RIAIL_197_S569_L006_R1_001.fastq.gz,RIAIL_197_S569_L006_R2_001.fastq.gz,RIAIL_197:CB-2:paired:WGS:IlluminaHiSeq4000
RIAIL_198,CB-2,RIAIL_198_S570_L006_R1_001.fastq.gz,RIAIL_198_S570_L006_R2_001.fastq.gz,RIAIL_198:CB-2:paired:WGS:IlluminaHiSeq4000
