block,sort_plate,well,dil_fact,rand_id,line_id,lawn_note,censor,growth type,well_note,time_washed,date_sort,sorter_source_well,L1_VP604,L1_MA,L1_plus_VP604,L1_plus_MA,source_file,,,,
2,2,B04,5,106,,,,normal,,11:50 AM,7-Jul,B4,393,919,53,7,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B05,5,107,,,,normal,,11:50 AM,7-Jul,B5,411,900,53,2,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B06,5,108,,Partial Lawn,,normal,,11:50 AM,7-Jul,B6,1112,407,312,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B07,5,127,,,,normal,,11:50 AM,7-Jul,B7,1965,552,308,20,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B08,5,128,,,,normal,,11:50 AM,7-Jul,B8,878,1522,84,115,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B09,5,129,,,,normal,,11:50 AM,7-Jul,B9,1052,587,208,44,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B10,5,130,,,,normal,,11:50 AM,7-Jul,B10,1083,1736,101,214,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B11,5,,,,,normal,,11:50 AM,7-Jul,B11,0,3,0,1,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,B12,5,132,,,,normal,,11:50 AM,7-Jul,B12,1316,661,223,42,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C01,5,109,,Partial Lawn,,normal,,11:50 AM,7-Jul,C1,1026,295,245,5,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C02,5,110,,,,normal,,11:50 AM,7-Jul,C2,334,764,28,50,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C03,5,111,,,,normal,,11:50 AM,7-Jul,C3,280,853,43,38,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C04,5,112,,Full Lawn,,normal,,11:50 AM,7-Jul,C4,0,246,1,26,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C05,5,113,,,,normal,,11:50 AM,7-Jul,C5,788,1258,70,131,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C06,5,114,,Partial Lawn,,normal,,11:50 AM,7-Jul,C6,988,514,326,4,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C07,5,133,,,,normal,,11:50 AM,7-Jul,C7,785,317,193,7,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C08,5,134,,Partial Lawn,,normal,,11:50 AM,7-Jul,C8,771,89,315,2,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C09,5,135,,Partial Lawn,,normal,,11:50 AM,7-Jul,C9,262,159,65,9,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C10,5,136,,,,normal,,11:50 AM,7-Jul,C10,396,1189,47,49,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C11,5,137,,,,normal,,11:50 AM,7-Jul,C11,875,962,77,91,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,C12,5,138,,Partial Lawn,,normal,,11:50 AM,7-Jul,C12,823,503,266,20,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D01,5,115,,,,normal,,11:50 AM,7-Jul,D1,860,1608,74,190,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D02,5,116,,,,normal,,11:50 AM,7-Jul,D2,574,782,42,6,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D03,5,117,,,,normal,,11:50 AM,7-Jul,D3,515,1807,55,286,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D04,5,118,,,,normal,,11:50 AM,7-Jul,D4,435,1149,63,17,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D05,5,119,,,,normal,,11:50 AM,7-Jul,D5,415,732,48,46,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D06,5,120,,,,normal,,11:50 AM,7-Jul,D6,1415,350,514,2,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D07,5,139,,Partial Lawn,,normal,,11:50 AM,7-Jul,D7,437,63,131,8,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D08,5,140,,,,normal,,11:50 AM,7-Jul,D8,934,885,107,92,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D09,5,141,,Partial Lawn,,normal,,11:50 AM,7-Jul,D9,1011,621,232,50,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D10,5,,,,,normal,,11:50 AM,7-Jul,D10,3,6,0,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D11,5,143,,,,normal,,11:50 AM,7-Jul,D11,842,715,145,37,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,D12,5,144,,Partial Lawn,,normal,,11:50 AM,7-Jul,D12,890,321,265,16,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E01,5,145,,Partial Lawn,,normal,,11:50 AM,7-Jul,E1,736,731,190,36,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E02,5,146,,,,normal,,11:50 AM,7-Jul,E2,689,826,110,36,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E03,5,147,,,,normal,,11:50 AM,7-Jul,E3,1591,431,347,33,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E04,5,148,,Partial Lawn,,normal,,11:50 AM,7-Jul,E4,729,327,157,9,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E05,5,149,,Partial Lawn,,normal,,11:50 AM,7-Jul,E5,824,760,202,80,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E06,5,150,,,,normal,,11:50 AM,7-Jul,E6,1256,1971,123,132,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E07,5,169,,Partial Lawn,,normal,,11:50 AM,7-Jul,E7,1003,239,382,5,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E08,5,170,,Partial Lawn,,normal,,11:50 AM,7-Jul,E8,880,508,282,27,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E09,5,171,,,,normal,,11:50 AM,7-Jul,E9,1384,328,323,14,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E10,5,172,,,,normal,,11:50 AM,7-Jul,E10,642,1542,50,73,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E11,5,173,,,,normal,,11:50 AM,7-Jul,E11,914,491,186,23,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,E12,5,,,,,normal,,11:50 AM,7-Jul,E12,1,2,0,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F01,5,151,,,,normal,,11:50 AM,7-Jul,F1,207,1133,65,6,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F02,5,152,,,,normal,,11:50 AM,7-Jul,F2,415,1033,58,6,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F03,5,153,,,,normal,,11:50 AM,7-Jul,F3,163,870,25,46,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F04,5,154,,,,normal,,11:50 AM,7-Jul,F4,374,646,37,15,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F05,5,155,,,,normal,,11:50 AM,7-Jul,F5,157,847,37,36,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F06,5,156,,,,normal,,11:50 AM,7-Jul,F6,1066,923,145,90,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F07,5,175,,,,normal,,11:50 AM,7-Jul,F7,846,727,153,61,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F08,5,176,,,,normal,,11:50 AM,7-Jul,F8,904,1064,76,90,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F09,5,177,,,,normal,,11:50 AM,7-Jul,F9,1802,299,367,16,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F10,5,178,,,,normal,,11:50 AM,7-Jul,F10,316,2006,51,98,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F11,5,179,,,,normal,,11:50 AM,7-Jul,F11,1198,220,228,5,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,F12,5,180,,,,normal,,11:50 AM,7-Jul,F12,946,1495,111,74,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G01,5,157,,Partial Lawn,,normal,,11:50 AM,7-Jul,G1,825,87,220,1,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G02,5,,,,,normal,,11:50 AM,7-Jul,G2,3,0,2,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G03,5,159,,,,normal,,11:50 AM,7-Jul,G3,431,596,43,2,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G04,5,160,,Partial Lawn,,normal,,11:50 AM,7-Jul,G4,639,535,124,32,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G05,5,161,,,,normal,,11:50 AM,7-Jul,G5,698,1213,82,76,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G06,5,162,,Partial Lawn,,normal,,11:50 AM,7-Jul,G6,683,287,150,16,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G07,5,181,,,,normal,,11:50 AM,7-Jul,G7,963,1341,78,85,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G08,5,182,,,,normal,,11:50 AM,7-Jul,G8,503,1432,70,105,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G09,5,183,,Partial Lawn,,normal,,11:50 AM,7-Jul,G9,2,363,13,49,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G10,5,184,,,,normal,,11:50 AM,7-Jul,G10,431,921,52,54,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G11,5,185,,Partial Lawn,,normal,,11:50 AM,7-Jul,G11,759,343,196,25,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,G12,5,186,,,,normal,,11:50 AM,7-Jul,G12,1386,325,282,3,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H01,5,163,,Partial Lawn,,normal,,11:50 AM,7-Jul,H1,845,213,194,13,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H02,5,164,,,,normal,,11:50 AM,7-Jul,H2,154,802,29,27,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H03,5,165,,Partial Lawn,,normal,,11:50 AM,7-Jul,H3,852,275,288,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H04,5,166,,,,normal,,11:50 AM,7-Jul,H4,256,839,33,16,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H05,5,167,,,,normal,,11:50 AM,7-Jul,H5,538,682,57,14,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H06,5,168,,Partial Lawn,,normal,,11:50 AM,7-Jul,H6,991,407,271,12,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H07,5,187,,,,normal,,11:50 AM,7-Jul,H7,883,1322,84,173,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H08,5,188,,Partial Lawn,,normal,,11:50 AM,7-Jul,H8,1000,476,314,11,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H09,5,189,,Partial Lawn,,normal,,11:50 AM,7-Jul,H9,906,147,280,1,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H10,5,190,,,,normal,,11:50 AM,7-Jul,H10,698,1033,67,110,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H11,5,191,,,,normal,,11:50 AM,7-Jul,H11,1227,112,167,0,20170707_Block2_Plate2_acquisition_1_1,,,,
2,2,H12,5,192,,,,normal,,11:50 AM,7-Jul,H12,664,1765,77,190,20170707_Block2_Plate2_acquisition_1_1,,,,
2,3,A01,5,193,,Partial Lawn,,normal,,1:14 PM,7-Jul,A1,728,659,158,65,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A02,5,194,,,,normal,,1:14 PM,7-Jul,A2,1347,487,186,4,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A03,5,195,,,,normal,,1:14 PM,7-Jul,A3,1029,904,170,95,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A04,5,196,,,,normal,,1:14 PM,7-Jul,A4,685,713,66,3,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A05,5,197,,,,normal,,1:14 PM,7-Jul,A5,867,797,54,31,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A06,5,198,,,,normal,,1:14 PM,7-Jul,A6,748,613,54,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A07,5,217,,,,normal,,1:14 PM,7-Jul,A7,908,728,57,12,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A08,5,218,,,,normal,,1:14 PM,7-Jul,A8,1502,47,107,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A09,5,219,,,,normal,,1:14 PM,7-Jul,A9,1185,680,58,6,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A10,5,220,,,,normal,,1:14 PM,7-Jul,A10,686,637,55,5,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A11,5,221,,,,normal,,1:14 PM,7-Jul,A11,875,734,47,7,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,A12,5,222,,,,normal,,1:14 PM,7-Jul,A12,737,718,86,6,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B01,5,199,,,,normal,,1:14 PM,7-Jul,B1,1631,76,100,5,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B02,5,200,,,,normal,,1:14 PM,7-Jul,B2,440,806,43,17,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B03,5,201,,,,normal,,1:14 PM,7-Jul,B3,935,802,59,15,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B04,5,202,,,,normal,,1:14 PM,7-Jul,B4,698,580,62,1,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B05,5,203,,,,normal,,1:14 PM,7-Jul,B5,594,1213,30,16,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B06,5,204,,,,normal,,1:14 PM,7-Jul,B6,813,554,92,3,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B07,5,223,,,,normal,,1:14 PM,7-Jul,B7,641,853,39,14,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B08,5,224,,,,normal,,1:14 PM,7-Jul,B8,256,791,36,54,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B09,5,,,,,normal,,1:14 PM,7-Jul,B9,0,0,0,1,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B10,5,226,,,,normal,,1:14 PM,7-Jul,B10,1109,57,85,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B11,5,227,,,,normal,,1:14 PM,7-Jul,B11,1137,854,61,3,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,B12,5,228,,,,normal,,1:14 PM,7-Jul,B12,425,773,51,17,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C01,5,205,,,,normal,,1:14 PM,7-Jul,C1,32,1659,22,79,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C02,5,206,,,,normal,,1:14 PM,7-Jul,C2,832,557,50,30,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C03,5,207,,,,normal,,1:14 PM,7-Jul,C3,905,1037,51,12,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C04,5,208,,,,normal,,1:14 PM,7-Jul,C4,609,766,73,28,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C05,5,209,,,,normal,,1:14 PM,7-Jul,C5,1182,626,118,27,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C06,5,210,,,,normal,,1:14 PM,7-Jul,C6,803,675,57,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C07,5,229,,,,normal,,1:14 PM,7-Jul,C7,596,1080,32,37,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C08,5,230,,,,normal,,1:14 PM,7-Jul,C8,1100,357,63,1,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C09,5,231,,,,normal,,1:14 PM,7-Jul,C9,262,1636,32,103,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C10,5,232,,,,normal,,1:14 PM,7-Jul,C10,344,984,40,15,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C11,5,233,,,,normal,,1:14 PM,7-Jul,C11,977,1124,120,169,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,C12,5,234,,,,normal,,1:14 PM,7-Jul,C12,973,2179,116,323,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D01,5,211,,,,normal,,1:14 PM,7-Jul,D1,766,962,47,16,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D02,5,212,,,,normal,,1:14 PM,7-Jul,D2,549,852,68,7,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D03,5,213,,,,normal,,1:14 PM,7-Jul,D3,634,1103,40,36,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D04,5,214,,,,normal,,1:14 PM,7-Jul,D4,903,543,64,5,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D05,5,215,,,,normal,,1:14 PM,7-Jul,D5,1787,455,109,3,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D06,5,216,,,,normal,,1:14 PM,7-Jul,D6,694,668,40,5,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D07,5,235,,,,normal,,1:14 PM,7-Jul,D7,1109,1012,154,99,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D08,5,236,,Partial Lawn,,normal,,1:14 PM,7-Jul,D8,788,575,216,46,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D09,5,237,,Partial Lawn,,normal,,1:14 PM,7-Jul,D9,579,254,138,6,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D10,5,238,,Partial Lawn,,normal,,1:14 PM,7-Jul,D10,1290,359,463,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D11,5,,,,,normal,,1:14 PM,7-Jul,D11,0,3,1,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,D12,5,240,,,,normal,,1:14 PM,7-Jul,D12,69,1586,31,199,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E01,5,241,,,,normal,,1:14 PM,7-Jul,E1,906,1282,138,87,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E02,5,242,,,,normal,,1:14 PM,7-Jul,E2,138,930,30,52,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E03,5,243,,,,normal,,1:14 PM,7-Jul,E3,1114,1245,160,108,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E04,5,244,,,,normal,,1:14 PM,7-Jul,E4,1061,762,58,11,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E05,5,245,,,,normal,,1:14 PM,7-Jul,E5,98,1986,53,256,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E06,5,246,,Partial Lawn,,normal,,1:14 PM,7-Jul,E6,354,664,66,55,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E07,5,265,,,,normal,,1:14 PM,7-Jul,E7,1450,952,161,48,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E08,5,266,,,,normal,,1:14 PM,7-Jul,E8,1479,698,261,26,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E09,5,267,,,,normal,,1:14 PM,7-Jul,E9,1068,1159,122,72,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E10,5,268,,Partial Lawn,,normal,,1:14 PM,7-Jul,E10,640,585,158,58,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E11,5,269,,,,normal,,1:14 PM,7-Jul,E11,1967,487,356,10,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,E12,5,270,,Partial Lawn,,normal,,1:14 PM,7-Jul,E12,655,758,135,125,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F01,5,247,,,,normal,,1:14 PM,7-Jul,F1,1560,641,218,32,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F02,5,248,,,,normal,,1:14 PM,7-Jul,F2,792,193,89,3,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F03,5,249,,,,normal,,1:14 PM,7-Jul,F3,751,1498,78,192,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F04,5,,,,,normal,,1:14 PM,7-Jul,F4,1,2,0,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F05,5,251,,,,normal,,1:14 PM,7-Jul,F5,1051,964,187,54,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F06,5,252,,,,normal,,1:14 PM,7-Jul,F6,924,1105,103,106,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F07,5,271,,,,normal,,1:14 PM,7-Jul,F7,608,1567,74,72,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F08,5,272,,Partial Lawn,,normal,,1:14 PM,7-Jul,F8,1062,339,299,10,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F09,5,273,,Partial Lawn,,normal,,1:14 PM,7-Jul,F9,762,757,197,33,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F10,5,274,,Partial Lawn,,normal,,1:14 PM,7-Jul,F10,722,276,192,6,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F11,5,275,,Partial Lawn,,normal,,1:14 PM,7-Jul,F11,884,622,258,19,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,F12,5,276,,Partial Lawn,,normal,,1:14 PM,7-Jul,F12,519,210,102,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G01,5,253,,,,normal,,1:14 PM,7-Jul,G1,1126,1805,147,103,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G02,5,254,,Partial Lawn,,normal,,1:14 PM,7-Jul,G2,704,228,172,9,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G03,5,,,,,normal,,1:14 PM,7-Jul,G3,3,6,1,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G04,5,256,,,,normal,,1:14 PM,7-Jul,G4,938,609,110,8,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G05,5,257,,,,normal,,1:14 PM,7-Jul,G5,634,1803,79,128,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G06,5,258,,Partial Lawn,,normal,,1:14 PM,7-Jul,G6,696,106,147,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G07,5,277,,Partial Lawn,,normal,,1:14 PM,7-Jul,G7,957,282,305,17,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G08,5,278,,Partial Lawn,,normal,,1:14 PM,7-Jul,G8,5,876,11,192,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G09,5,279,,Partial Lawn,,normal,,1:14 PM,7-Jul,G9,1004,196,344,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G10,5,280,,,,normal,,1:14 PM,7-Jul,G10,414,95,77,5,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G11,5,,,,,normal,,1:14 PM,7-Jul,G11,0,1,0,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,G12,5,282,,Partial Lawn,,normal,,1:14 PM,7-Jul,G12,1142,262,393,2,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H01,5,259,,,,normal,,1:14 PM,7-Jul,H1,527,216,50,12,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H02,5,260,,,,normal,,1:14 PM,7-Jul,H2,1063,551,203,14,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H03,5,261,,,,normal,,1:14 PM,7-Jul,H3,704,1337,100,53,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H04,5,262,,,,normal,,1:14 PM,7-Jul,H4,691,976,88,45,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H05,5,263,,,,normal,,1:14 PM,7-Jul,H5,1762,641,397,7,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H06,5,264,,Partial Lawn,,normal,,1:14 PM,7-Jul,H6,1012,609,370,31,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H07,5,283,,,,normal,,1:14 PM,7-Jul,H7,704,1858,75,175,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H08,5,284,,,,normal,,1:14 PM,7-Jul,H8,972,1913,125,227,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H09,5,285,,,,normal,,1:14 PM,7-Jul,H9,563,2036,65,120,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H10,5,286,,,,normal,,1:14 PM,7-Jul,H10,1230,1879,143,102,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H11,5,,,,,normal,,1:14 PM,7-Jul,H11,2,3,0,0,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,3,H12,5,288,,,,normal,,1:14 PM,7-Jul,H12,1139,727,191,63,20170707_Block2_Plate3_acquisition_1_1.processed,,,,
2,4,A01,5,289,,Partial Lawn,,normal,,2:30 PM,7-Jul,A1,780,586,212,62,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A02,5,290,,,,normal,,2:30 PM,7-Jul,A2,531,1073,66,103,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A03,5,291,,Partial Lawn,,normal,,2:30 PM,7-Jul,A3,368,286,62,17,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A04,5,292,,,,normal,,2:30 PM,7-Jul,A4,401,866,46,86,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A05,5,293,,Partial Lawn,,normal,,2:30 PM,7-Jul,A5,584,84,114,1,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A06,5,294,,,,normal,,2:30 PM,7-Jul,A6,576,1416,56,80,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A07,5,313,,Partial Lawn,,normal,,2:30 PM,7-Jul,A7,383,904,75,157,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A08,5,314,,,,normal,,2:30 PM,7-Jul,A8,1222,1575,116,83,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A09,5,315,,,,normal,,2:30 PM,7-Jul,A9,805,747,159,90,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A10,5,,,,,normal,,2:30 PM,7-Jul,A10,0,2,0,0,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A11,5,317,,Partial Lawn,,normal,,2:30 PM,7-Jul,A11,320,1005,70,192,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,A12,5,318,,,,normal,,2:30 PM,7-Jul,A12,499,1569,56,117,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,B01,5,295,,Partial Lawn,,normal,,2:30 PM,7-Jul,B1,739,718,135,41,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,B02,5,296,,,,normal,,2:30 PM,7-Jul,B2,697,1212,105,85,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
2,4,B03,5,297,,,,normal,,2:30 PM,7-Jul,B3,485,1308,57,89,20170707_Block2_Plate4_acquisition_1_1.processed,,,,
