block,sort_plate,well,dil_fact,rand_id,line_id,lawn_note,censor,growth type,well_note,time_washed,date_sort,sorter_source_well,L1_VP604,L1_MA,L1_plus_VP604,L1_plus_MA,source_file,,,,
3,7,C06,5,594,,,,normal,,,11-Jul,C6,723,979,57,41,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C07,5,613,,,,normal,,,11-Jul,C7,816,298,105,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C08,5,614,,,,normal,,,11-Jul,C8,873,940,60,46,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C09,5,615,,Partial Lawn,,normal,,,11-Jul,C9,1028,278,175,6,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C10,5,616,,,,normal,,,11-Jul,C10,453,991,48,80,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C11,5,617,,,,normal,,,11-Jul,C11,725,637,85,53,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,C12,5,618,,,,normal,,,11-Jul,C12,633,557,108,21,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D01,5,595,,,,normal,,,11-Jul,,,,,,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D02,5,596,,,,normal,,,11-Jul,D2,367,1307,28,79,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D03,5,597,,,,normal,,,11-Jul,D3,861,743,89,40,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D04,5,598,,Partial Lawn,,normal,,,11-Jul,D4,392,444,55,13,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D05,5,,,,,normal,,,11-Jul,D5,3,3,1,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D06,5,600,,,,normal,,,11-Jul,D6,819,990,74,55,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D07,5,619,,,,normal,,,11-Jul,D7,552,688,87,27,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D08,5,620,,,,normal,,,11-Jul,D8,886,242,167,11,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D09,5,621,,,,normal,,,11-Jul,D9,670,930,54,53,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D10,5,622,,,,normal,,,11-Jul,D10,349,818,33,71,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D11,5,623,,,,normal,,,11-Jul,D11,167,1051,27,71,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,D12,5,624,,,,normal,,,11-Jul,D12,611,571,68,20,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E01,5,625,,Partial Lawn,,normal,,,11-Jul,,,,,,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E02,5,626,,Partial Lawn,,normal,,,11-Jul,E2,463,113,89,8,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E03,5,627,,Partial Lawn,,normal,,,11-Jul,E3,730,468,133,43,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E04,5,628,,,,normal,,,11-Jul,E4,686,926,48,106,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E05,5,629,,Partial Lawn,,normal,,,11-Jul,E5,386,173,79,12,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E06,5,630,,,,normal,,,11-Jul,E6,559,1180,54,80,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E07,5,649,,Full Lawn,,normal,,,11-Jul,E7,26,64,29,3,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E08,5,650,,,,normal,,,11-Jul,E8,202,820,30,59,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E09,5,651,,,,normal,,,11-Jul,E9,233,1020,31,92,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E10,5,652,,,,normal,,,11-Jul,E10,434,1000,55,22,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E11,5,653,,,,normal,,,11-Jul,E11,283,1371,55,53,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,E12,5,654,,,,normal,,,11-Jul,E12,675,679,60,39,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F01,5,631,,,,normal,,,11-Jul,,,,,,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F02,5,632,,Partial Lawn,,normal,,,11-Jul,F2,449,817,71,60,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F03,5,633,,,,normal,,,11-Jul,F3,688,680,75,17,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F04,5,634,,Partial Lawn,,normal,,,11-Jul,F4,235,684,47,64,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F05,5,635,,Partial Lawn,,normal,,,11-Jul,F5,371,299,68,16,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F06,5,636,,Partial Lawn,,normal,,,11-Jul,F6,316,224,41,10,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F07,5,,,,,normal,,,11-Jul,F7,0,3,0,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F08,5,656,,,,normal,,,11-Jul,F8,275,962,39,37,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F09,5,657,,,,normal,,,11-Jul,F9,59,1537,26,106,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F10,5,658,,,,normal,,,11-Jul,F10,450,1035,46,20,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F11,5,659,,Partial Lawn,,normal,,,11-Jul,F11,830,424,126,16,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,F12,5,660,,,,normal,,,11-Jul,F12,711,1043,89,143,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G01,5,637,,Partial Lawn,,normal,,,11-Jul,,,,,,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G02,5,638,,Partial Lawn,,normal,,,11-Jul,G2,695,163,90,2,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G03,5,639,,,,normal,,,11-Jul,G3,525,826,48,38,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G04,5,640,,,,normal,,,11-Jul,G4,431,545,56,40,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G05,5,641,,Partial Lawn,,normal,,,11-Jul,G5,717,207,134,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G06,5,642,,,,normal,,,11-Jul,G6,576,799,61,82,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G07,5,661,,,,normal,,,11-Jul,G7,291,1085,51,79,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G08,5,662,,,,normal,,,11-Jul,G8,617,422,91,12,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G09,5,,,,,normal,,,11-Jul,G9,1,0,1,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G10,5,664,,,,normal,,,11-Jul,G10,251,1626,51,67,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G11,5,665,,,,normal,,,11-Jul,G11,322,1066,56,42,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,G12,5,666,,,,normal,,,11-Jul,G12,368,1027,51,47,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H01,5,,,,,normal,,,11-Jul,,,,,,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H02,5,644,,Partial Lawn,,normal,,,11-Jul,H2,559,344,88,10,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H03,5,645,,,,normal,,,11-Jul,H3,269,997,35,86,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H04,5,646,,,,normal,,,11-Jul,H4,9,1048,24,95,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H05,5,647,,Partial Lawn,,normal,,,11-Jul,H5,287,354,49,16,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H06,5,648,,,,normal,,,11-Jul,H6,802,347,110,6,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H07,5,667,,,,normal,,,11-Jul,H7,575,1203,54,68,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H08,5,,,,,normal,,,11-Jul,H8,1,3,1,0,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H09,5,669,,,,normal,,,11-Jul,H9,526,1468,43,46,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H10,5,670,,,,normal,,,11-Jul,H10,465,301,63,7,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H11,5,671,,,,normal,,,11-Jul,H11,701,916,62,54,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,7,H12,5,672,,,,normal,,,11-Jul,H12,16,1129,41,158,20170711_Block3_Plate7_acquisition_1_1_1_1.processed,,,,
3,8,A01,5,673,,,,normal,,8:02 PM,11-Jul,A1,474,1046,41,70,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A02,5,,,,,normal,,8:02 PM,11-Jul,A2,3,5,0,1,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A03,5,675,,,,normal,,8:02 PM,11-Jul,A3,260,1721,36,137,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A04,5,676,,,,normal,,8:02 PM,11-Jul,A4,335,1399,42,76,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A05,5,677,,,,normal,,8:02 PM,11-Jul,A5,533,396,98,25,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A06,5,678,,,,normal,,8:02 PM,11-Jul,A6,201,1874,22,149,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A07,5,679,,,,normal,,8:02 PM,11-Jul,A7,953,931,103,50,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A08,5,680,,,,normal,,8:02 PM,11-Jul,A8,877,294,174,18,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A09,5,681,,,,normal,,8:02 PM,11-Jul,A9,462,119,90,4,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A10,5,682,,,,normal,,8:02 PM,11-Jul,A10,346,380,47,34,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A11,5,683,,,,normal,,8:02 PM,11-Jul,A11,651,636,79,41,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,A12,5,684,,,,normal,,8:02 PM,11-Jul,A12,593,186,175,13,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B01,5,685,,,,normal,,8:02 PM,11-Jul,B1,226,1517,29,99,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B02,5,686,,,,normal,,8:02 PM,11-Jul,B2,903,358,106,27,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B03,5,687,,,,normal,,8:02 PM,11-Jul,B3,787,781,77,40,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B04,5,688,,,,normal,,8:02 PM,11-Jul,B4,396,467,51,26,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B05,5,689,,,,normal,,8:02 PM,11-Jul,B5,523,138,76,0,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
3,8,B06,5,690,,,,normal,,8:02 PM,11-Jul,B6,470,688,54,48,20170711_Block3_Plate8_and_wash_acquisition_1_1_1_1.processed,,,,
4,1,A01,5,1,,,,normal,,11:00 AM,16-Jul,A1,350,135,55,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A02,5,2,,,,normal,,11:00 AM,16-Jul,A2,121,383,19,35,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A03,5,,,,,normal,,11:00 AM,16-Jul,A3,0,4,2,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A04,5,4,,,,normal,,11:00 AM,16-Jul,A4,278,222,43,4,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A05,5,,,,,normal,,11:00 AM,16-Jul,A5,2,1,0,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A06,5,6,,Partial Lawn,,normal,,11:00 AM,16-Jul,A6,321,129,44,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A07,5,,,,,normal,,11:00 AM,16-Jul,A7,3,5,1,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A08,5,26,,Partial Lawn,,normal,,11:00 AM,16-Jul,A8,130,468,29,37,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A09,5,27,,Partial Lawn,,normal,,11:00 AM,16-Jul,A9,208,20,36,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A10,5,28,,,,normal,,11:00 AM,16-Jul,A10,113,1264,18,78,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A11,5,29,,Partial Lawn,,normal,,11:00 AM,16-Jul,A11,416,156,83,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,A12,5,30,,Partial Lawn,,normal,,11:00 AM,16-Jul,A12,528,153,72,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B01,5,7,,Partial Lawn,,normal,,11:00 AM,16-Jul,B1,369,448,79,19,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B02,5,8,,Partial Lawn,,normal,,11:00 AM,16-Jul,B2,454,313,78,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B03,5,9,,Partial Lawn,,normal,,11:00 AM,16-Jul,B3,264,76,27,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B04,5,10,,Partial Lawn,,normal,,11:00 AM,16-Jul,B4,508,200,93,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B05,5,11,,,,normal,,11:00 AM,16-Jul,B5,216,351,44,13,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B06,5,12,,,,normal,,11:00 AM,16-Jul,B6,203,207,17,5,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B07,5,31,,Partial Lawn,,normal,,11:00 AM,16-Jul,B7,241,85,34,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B08,5,32,,Partial Lawn,,normal,,11:00 AM,16-Jul,B8,69,38,17,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B09,5,33,,Partial Lawn,,normal,,11:00 AM,16-Jul,B9,153,432,35,6,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B10,5,34,,,,normal,,11:00 AM,16-Jul,B10,107,634,38,34,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B11,5,35,,,,normal,,11:00 AM,16-Jul,B11,183,365,41,29,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,B12,5,36,,Partial Lawn,,normal,,11:00 AM,16-Jul,B12,328,285,57,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C01,5,,,,,normal,?,11:00 AM,16-Jul,C1,0,1,0,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C02,5,14,,,,normal,,11:00 AM,16-Jul,C2,438,444,74,64,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C03,5,15,,Partial Lawn,,normal,,11:00 AM,16-Jul,C3,146,77,11,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C04,5,,,,,normal,,11:00 AM,16-Jul,C4,1,2,0,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C05,5,17,,Partial Lawn,,normal,,11:00 AM,16-Jul,C5,253,53,36,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C06,5,18,,Partial Lawn,,normal,,11:00 AM,16-Jul,C6,15,156,22,17,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C07,5,37,,Partial Lawn,,normal,,11:00 AM,16-Jul,C7,146,54,19,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C08,5,38,,Partial Lawn,,normal,,11:00 AM,16-Jul,C8,255,122,37,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C09,5,39,,Partial Lawn,,normal,,11:00 AM,16-Jul,C9,130,21,16,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C10,5,,,,,normal,,11:00 AM,16-Jul,C10,0,1,0,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C11,5,41,,Partial Lawn,,normal,,11:00 AM,16-Jul,C11,260,354,52,28,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,C12,5,42,,,,normal,,11:00 AM,16-Jul,C12,588,232,104,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D01,5,19,,Partial Lawn,1,normal,?,11:00 AM,16-Jul,D1,235,50,35,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D02,5,20,,,,normal,,11:00 AM,16-Jul,D2,195,751,33,49,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D03,5,21,,,,normal,,11:00 AM,16-Jul,D3,140,297,27,42,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D04,5,22,,Partial Lawn,,normal,,11:00 AM,16-Jul,D4,131,371,30,30,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D05,5,23,,Partial Lawn,,normal,,11:00 AM,16-Jul,D5,222,113,35,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D06,5,,,,,normal,,11:00 AM,16-Jul,,,,,,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D07,5,43,,Partial Lawn,,normal,,11:00 AM,16-Jul,D7,154,82,39,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D08,5,44,,,,normal,,11:00 AM,16-Jul,D8,202,110,39,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D09,5,45,,,,normal,,11:00 AM,16-Jul,D9,316,435,39,7,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D10,5,46,,Partial Lawn,,normal,,11:00 AM,16-Jul,D10,185,81,30,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D11,5,,,,,normal,,11:00 AM,16-Jul,D11,1,0,0,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,D12,5,48,,Partial Lawn,,normal,,11:00 AM,16-Jul,D12,328,76,59,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E01,5,49,,Partial Lawn,,normal,,11:00 AM,16-Jul,E1,226,545,46,33,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E02,5,50,,,,normal,,11:00 AM,16-Jul,E2,409,265,85,13,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E03,5,51,,,,normal,,11:00 AM,16-Jul,E3,663,206,110,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E04,5,52,,Partial Lawn,,normal,,11:00 AM,16-Jul,E4,461,222,76,5,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E05,5,53,,,,normal,,11:00 AM,16-Jul,E5,192,415,31,23,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E06,5,54,,Partial Lawn,,normal,,11:00 AM,16-Jul,E6,210,70,34,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E07,5,73,,Partial Lawn,,normal,,11:00 AM,16-Jul,E7,83,50,25,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E08,5,74,,Partial Lawn,,normal,,11:00 AM,16-Jul,E8,526,116,70,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E09,5,75,,,,normal,,11:00 AM,16-Jul,E9,568,931,62,58,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E10,5,76,,,,normal,,11:00 AM,16-Jul,E10,330,571,46,31,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E11,5,77,,Partial Lawn,,normal,,11:00 AM,16-Jul,E11,112,69,22,5,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,E12,5,78,,Partial Lawn,,normal,,11:00 AM,16-Jul,E12,143,62,32,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F01,5,55,,Partial Lawn,,normal,,11:00 AM,16-Jul,F1,51,15,13,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F02,5,56,,,,normal,,11:00 AM,16-Jul,F2,171,629,37,16,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F03,5,57,,,,normal,,11:00 AM,16-Jul,F3,188,900,22,44,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F04,5,58,,Partial Lawn,,normal,,11:00 AM,16-Jul,F4,106,311,30,34,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F05,5,59,,Partial Lawn,,normal,,11:00 AM,16-Jul,F5,134,37,20,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F06,5,60,,Partial Lawn,,normal,,11:00 AM,16-Jul,F6,107,80,21,4,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F07,5,79,,Partial Lawn,,normal,,11:00 AM,16-Jul,F7,232,237,41,6,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F08,5,80,,Partial Lawn,,normal,,11:00 AM,16-Jul,F8,212,144,26,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F09,5,81,,,,normal,,11:00 AM,16-Jul,F9,295,681,32,29,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F10,5,82,,Partial Lawn,,normal,,11:00 AM,16-Jul,F10,101,132,26,4,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F11,5,,,,,normal,,11:00 AM,16-Jul,F11,1,1,1,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,F12,5,84,,,,normal,,11:00 AM,16-Jul,F12,730,427,112,8,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G01,5,61,,Partial Lawn,,normal,,11:00 AM,16-Jul,G1,95,752,29,68,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G02,5,62,,Partial Lawn,,normal,,11:00 AM,16-Jul,G2,158,534,39,40,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G03,5,63,,Partial Lawn,,normal,,11:00 AM,16-Jul,G3,367,429,60,35,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G04,5,64,,Partial Lawn,,normal,,11:00 AM,16-Jul,G4,153,50,34,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G05,5,65,,Partial Lawn,,normal,,11:00 AM,16-Jul,G5,205,280,41,22,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G06,5,66,,Partial Lawn,,normal,,11:00 AM,16-Jul,G6,551,420,82,8,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G07,5,85,,Partial Lawn,,normal,,11:00 AM,16-Jul,G7,83,36,16,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G08,5,86,,Partial Lawn,,normal,,11:00 AM,16-Jul,G8,191,111,30,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G09,5,87,,Partial Lawn,,normal,,11:00 AM,16-Jul,G9,321,102,48,2,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G10,5,88,,Partial Lawn,,normal,,11:00 AM,16-Jul,G10,194,92,22,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G11,5,89,,Partial Lawn,,normal,,11:00 AM,16-Jul,G11,245,76,23,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,G12,5,90,,Partial Lawn,,normal,,11:00 AM,16-Jul,G12,268,176,51,4,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H01,5,67,,Partial Lawn,,normal,,11:00 AM,16-Jul,H1,314,685,49,36,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H02,5,68,,,,normal,,11:00 AM,16-Jul,H2,237,860,41,72,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H03,5,69,,Partial Lawn,,normal,,11:00 AM,16-Jul,H3,87,167,23,18,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H04,5,70,,Partial Lawn,,normal,,11:00 AM,16-Jul,H4,210,70,49,3,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H05,5,71,,Partial Lawn,,normal,,11:00 AM,16-Jul,H5,258,136,39,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H06,5,72,,Partial Lawn,,normal,,11:00 AM,16-Jul,H6,122,503,28,57,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H07,5,91,,Partial Lawn,,normal,,11:00 AM,16-Jul,H7,157,29,14,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H08,5,,,,,normal,,11:00 AM,16-Jul,H8,1,2,1,0,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H09,5,,,,,normal,,11:00 AM,16-Jul,H9,0,0,0,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H10,5,94,,Partial Lawn,,normal,,11:00 AM,16-Jul,H10,262,107,41,6,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
4,1,H11,5,95,,Partial Lawn,,normal,,11:00 AM,16-Jul,H11,370,95,62,1,20170716_Block4_Plate1_acquisition_1_1_1_1_1.processed,,,,
